site,date,Clorofila a (laboratorio/campo),Clorofila de cianobacterias (FluoroProbe),Clorofila total (FluoroProbe),Biovolumen de cianobacterias (µm³/mL),% cianobacterias (biovolumen),lat,lon,embalse,punto
sp15,2024-06-05,0.9685999999999999,,,130.87485576,3.912048490846116,42.81394489721,-1.3576242680646,ITOIZ,ITO-P1
sp16,2024-06-18,0.7909100000000001,,,194.04194688,15.032170447714671,42.174426917454,-2.674036771414,GONZALEZ LACASA,GON-P1
sp16,2025-06-30,0.3678846153846154,0.018571428571428572,0.6985714285714285,84.59878275000001,1.815588620769409,42.174426917454,-2.674036771414,GONZALEZ LACASA,GON-P1
sp16,2025-08-25,1.7833999999999997,,,0.0,0.0,42.174426917454,-2.674036771414,GONZALEZ LACASA,GON-P1
sp16,2026-06-18,1.046,0.16777777777777778,0.7688888888888888,,,42.174426917454,-2.674036771414,GONZALEZ LACASA,GON-P1
sp16,2026-08-31,0.7866000000000001,0.12043478260869565,1.2304347826086957,,,42.174426917454,-2.674036771414,GONZALEZ LACASA,GON-P1
sp17,2024-04-30,2.8000799999999995,,,0.0,0.0,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp17,2024-06-12,0.63971,,,0.0,0.0,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp17,2024-09-02,1.1402999999999999,,,992.7824727272728,50.41225283071433,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp17,2025-05-29,0.3334000000000001,0.09,1.1,164.2196571428571,9.976880604781755,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp17,2025-08-19,10.65,0.556923076923077,5.205384615384616,13514.37168,62.788872416499515,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp17,2025-09-08,1.05274664,0.21655172413793106,0.8410344827586207,210.74856000000003,11.542497376705144,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp17,2026-04-20,0.1393000000000003,0.5704166666666667,0.655,0.0,0.0,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp17,2026-08-27,0.04430000000000035,0.37277777777777776,1.4083333333333332,,,42.709416562495996,-1.9472765021039,ALLOZ,ALL-P1
sp18,2024-03-20,0.16422000000000012,,,0.0,0.0,42.979075185225994,-1.5147237014025001,EUGUI,EUG-P2
sp18,2024-05-29,1.53015,,,0.0,0.0,42.979075185225994,-1.5147237014025001,EUGUI,EUG-P2
sp19,2024-09-09,2.1317399999999997,,,18993.414611250002,89.5687950306666,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2024-12-18,2.04384,,,0.0,0.0,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2025-04-09,4.7983199999999995,,,251.46135000000004,11.53592617007251,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2025-06-23,3.113333333333333,,,1175.6634545454544,28.984573765740226,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2025-09-15,4.062100000000001,0.4504123711340206,0.5969072164948453,5029.227000000001,51.95961995249405,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2025-12-12,0.9065999999999999,0.779,1.182,109.206072,16.496635554590842,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2026-02-25,0.9993209999999999,0.6928125,0.8721875,0.0,0.0,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2026-06-17,1.0654000000000001,0.525,1.2331818181818182,,,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp19,2026-08-25,2.0801000000000003,0.9835,2.5475000000000003,,,42.983377942532,-2.6478397886712,URRUNAGA,URR-P2
sp2,2024-09-09,2.45152,,,10208.311901672729,91.58808626433508,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2024-12-18,1.594992,0.4285833333333333,0.5775833333333333,0.0,0.0,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2025-04-09,0.9612000000000007,0.264,1.1122857142857143,51.31864285714286,3.5607463324312776,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2025-06-23,3.9602,,,1959.439090909091,39.736151951045066,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2025-09-15,5.2155,0.36800000000000005,0.881,21527.965404,90.19433139884893,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2025-12-12,0.7749999999999999,0.23399999999999999,0.99,0.0,0.0,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2026-02-25,1.4165499999999998,0.8519444444444445,1.025,0.0,0.0,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2026-06-17,4.2325,0.21846153846153846,2.0546153846153845,,,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp2,2026-08-25,3.0288999999999993,0.8173333333333334,2.9473333333333334,,,42.96069085180533,-2.6501586878592,URRUNAGA,URR-P1
sp20,2024-03-20,0.6251399999999998,,,0.0,0.0,42.97219993366,-1.5153490687714,EUGUI,EUG-P1
sp20,2024-05-29,0.7681,,,0.0,0.0,42.97219993366,-1.5153490687714,EUGUI,EUG-P1
sp21,2024-03-20,0.3902999999999999,,,0.0,0.0,42.998788335331,-1.5181260944669,EUGUI,EUG-P3
sp21,2024-05-29,1.16053,,,0.0,0.0,42.998788335331,-1.5181260944669,EUGUI,EUG-P3
sp22,2024-04-30,2.07126,,,657.3918150000001,32.081061655242536,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3
sp22,2024-06-12,0.50895,,,141.63945428571427,10.717614165890026,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3
sp22,2024-09-02,1.73084,,,957.948,55.138950154389065,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3
sp22,2025-05-29,1.064900000000001,0.07,0.3725,240.29999999999998,21.354305518528392,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3
sp22,2025-09-08,1.7356135899999998,0.24379310344827587,0.66,158.06142,5.157660297737663,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3
sp22,2026-04-20,0.34859999999999974,0.1733333333333333,0.41444444444444445,0.0,0.0,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3
sp22,2026-08-27,0.2650999999999999,0.5013043478260869,1.193913043478261,,,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3
sp23,2024-06-03,2.879175,,,80.467632,2.5551677855068564,42.801062946649,-1.7023118459674,ARGA,ARG-P1
sp24,2024-04-30,2.53464,,,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp24,2024-06-12,0.7205999999999999,,,25.78248617142857,3.9254906863357912,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp24,2024-09-02,1.28125,,,627.0205090909091,23.007237693524416,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp24,2025-05-29,0.8279000000000007,,,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp24,2025-08-19,,2.3486666666666665,30.898666666666667,,,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp24,2025-09-08,1.06976034,,,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp24,2026-04-20,0.09959999999999998,0.19870967741935483,0.6170967741935484,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp24,2026-08-27,0.26510000000000006,0.06888888888888889,1.03,,,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2
sp25,2024-05-24,2.141046153846154,,,15.0,20.940744051942893,42.800427759458,-1.6706436258646,SADAR,SAD-P3
sp25,2024-07-02,1.4123699999999997,,,364.65488055000003,64.85433171479684,42.800427759458,-1.6706436258646,SADAR,SAD-P3
sp26,2024-06-03,2.40123,,,0.0,0.0,42.313556,-1.801583,ARGA,ARG-P3
sp27,2025-05-12,70.76679999999999,58.69178571428572,65.75714285714285,27184.92204342857,96.39755550153487,38.9396726,-0.47689771,BELLUS,BLL-P1
sp27,2025-09-24,61.9138336,5.608793103448276,15.347068965517241,15640.895970000001,52.70803573590297,38.9396726,-0.47689771,BELLUS,BLL-P1
sp27,2026-05-11,23.534,79.2423076923077,88.82615384615384,27087.215452919998,68.14501465141346,38.9396726,-0.47689771,BELLUS,BLL-P1
sp28,2024-06-03,2.2985333333333333,,,723.7297140000001,26.604454617483942,42.668927102607,-1.8173806365633,ARGA,ARG-P2
sp3,2024-05-24,0.65967,,,4859.989519999999,93.01172766507953,42.800571975585,-1.6609082973393,SADAR,SAD-P2
sp3,2024-07-02,0.5180899999999999,,,1829.549441124,66.81748910551904,42.800571975585,-1.6609082973393,SADAR,SAD-P2
sp39,2026-05-11,43.64150000000001,0.5585714285714286,0.5585714285714286,47866.65370099201,82.20392218487548,38.933081,-0.459956,BELLUS,BLL-P4
sp4,2024-06-18,0.9587399999999999,,,119.14136125714286,2.9757266022985487,42.185525800247,-2.6811178028898,GONZALEZ LACASA,GON-P3
sp4,2025-06-30,2.2204615384615387,0.092,0.519,217.83737520000005,4.656591718884385,42.185525800247,-2.6811178028898,GONZALEZ LACASA,GON-P3
sp4,2025-08-25,2.4671000000000003,,,0.0,0.0,42.185525800247,-2.6811178028898,GONZALEZ LACASA,GON-P3
sp4,2026-06-18,1.1977,0.12153846153846154,1.2096153846153845,,,42.185525800247,-2.6811178028898,GONZALEZ LACASA,GON-P3
sp4,2026-08-31,1.1036666666666668,0.369,1.329,,,42.185525800247,-2.6811178028898,GONZALEZ LACASA,GON-P3
sp5,2024-09-09,2.5009454545454544,,,62440.906664250004,97.27840104459504,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2024-12-18,2.2856571428571426,,,0.0,0.0,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2025-04-09,1.4009400000000003,,,0.0,0.0,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2025-06-23,4.3351999999999995,0.7511111111111111,3.6555555555555554,1469.7659314285713,47.78430325680726,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2025-09-15,2.9241000000000006,0.7544186046511627,1.1104651162790697,11531.29905,95.2850239251493,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2025-12-12,1.5856,0.8237931034482758,2.1979310344827585,24.957066315789476,7.382550335570469,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2026-02-25,1.5686491999999999,1.1747916666666667,1.3697916666666667,0.0,0.0,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2026-06-17,1.8925000000000003,0.5539655172413793,1.4286206896551723,,,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp5,2026-08-25,6.749799999999999,2.413846153846154,4.512307692307692,,,42.98000453859867,-2.6749611900905332,URRUNAGA,URR-P3
sp6,2024-06-05,0.75195,,,0.0,0.0,42.813320297245,-1.3657841459668,ITOIZ,ITO-P2
sp7,2024-05-27,43.5886,,,0.0,0.0,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2024-08-26,35.27784,,,2426.2427970000003,8.527680872313319,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2024-11-26,3.148739999999999,0.7127822580645161,0.8884274193548387,1.6421965714285713,0.4822763443453099,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2025-04-01,360.38828571428576,3.601923076923077,23.97807692307692,0.0,0.0,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2025-06-09,5.79675,0.8766666666666667,14.476060606060605,9516.370058,9.214830970556163,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2025-09-03,13.313150675,12.006363636363636,14.96,32931.520590453336,94.441633382497,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2025-11-28,16.240000000000002,0.9897500000000001,3.8262500000000004,896.639328,49.0049790315234,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2026-03-12,22.970666666666666,0.6286666666666666,3.5926666666666662,0.0,0.0,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2026-06-03,11.83517647058823,0.5295,6.8935,,,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp7,2026-09-07,13.825599999999998,2.2660714285714283,12.305714285714286,,,41.87613002101475,-1.790167705037,VAL,VAL-P3
sp8,2024-05-27,59.37012,,,0.0,0.0,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2024-08-26,51.2679,,,3445.738956,13.39167915815221,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2024-11-26,2.8219199999999995,,,0.0,0.0,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2025-04-01,37.368,,,0.0,0.0,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2025-06-09,8.488599999999998,0.6788888888888889,11.75111111111111,3513.7366368,3.920977228170713,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2025-09-03,12.555470999999997,15.987692307692308,20.501153846153844,74249.75992614399,97.6282109184926,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2025-11-28,14.288699999999999,0.42636363636363633,3.9277272727272727,112.079916,9.104810374814692,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2026-03-12,13.516200000000001,0.30115384615384616,5.486538461538462,60.781800600000004,1.065790326180072,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2026-06-03,11.604124999999996,0.6955555555555556,3.8692592592592594,,,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp8,2026-09-07,11.27972602739726,2.105,13.890625,,,41.876533600366,-1.792419160929275,VAL,VAL-P2
sp9,2024-06-05,0.56002,,,12.0701448,0.4931979778882907,42.806990694917,-1.3634765901447,ITOIZ,ITO-P3
