site,date,Clorofila a (laboratorio/campo),Clorofila de cianobacterias (FluoroProbe),Clorofila total (FluoroProbe),Biovolumen de cianobacterias (µm³/mL),% cianobacterias (biovolumen),lat,lon,embalse,punto,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,dias_desfase,NDCI,PCI,MCI,3BDA,B5-B4,Turbidez(B4),SABI,FAI,CI_cyano,B3/B4,B5/B3,NDVI,"Sombra 620 (B3,B4)"
sp22,2024-04-30,2.07126,,,657.3918150000001,32.081061655242536,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3,0.05378686868686869,0.06396127946127947,0.07370892255892254,0.02279377104377104,0.01722912457912458,0.008177777777777777,0.0066271043771043755,0.006283557800224466,0.006801346801346803,0.011087654320987654,2,-0.13903657838947392,0.7558698622548841,0.0022305499438832806,-0.11587599858421113,-0.00556464646464646,0.02279377104377104,-0.11992583000004482,-0.014317639000231593,-0.0022305499438832806,3.233730935411204,0.23374544059237476,-0.5678036429042879,-0.022675252525252522
sp22,2025-05-29,1.064900000000001,0.07,0.3725,240.29999999999998,21.354305518528392,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3,0.03570101010101009,0.04806111111111111,0.05744517396184062,0.01010516273849607,0.0048115600448933775,0.0004291806958473625,0.000745510662177329,0.0005599887766554434,0.0004704826038159371,0.0022972502805836134,0,-0.3548770578144281,0.476148694425625,-0.00013307893752338186,-0.04672639762348465,-0.005293602693602693,0.01010516273849607,-0.09047019289173787,-0.008082739564961786,0.00013307893752338186,5.6847351644324,0.08375916918781681,-0.89498718778446,-0.02102320426487093
sp22,2025-09-08,1.7356135899999998,0.24379310344827587,0.66,158.06142,5.157660297737663,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3,0.056752749719416386,0.08501156004489338,0.09693237934904601,0.021429124579124572,0.01230791245791246,0.0007583052749719417,0.0028049943883277214,0.0016663860830527493,0.0005026936026936027,0.0075099887766554435,1,-0.2703619796604754,0.5743544218274952,0.0019032248410026237,-0.026224535501078554,-0.009121212121212112,0.021429124579124572,-0.10861993294144388,-0.017155662266403,-0.0019032248410026237,4.523394270780142,0.1269742117192091,-0.8556961041106809,-0.03319102132435467
sp22,2026-04-20,0.34859999999999974,0.1733333333333333,0.41444444444444445,0.0,0.0,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3,0.04536352413019079,0.06755763187429853,0.08519848484848484,0.01663832772166105,0.00820185185185185,0.0,0.00011790123456790124,0.0012946127946127947,0.0020840628507295175,0.014748540965207632,2,-0.33963022871239706,0.49294929088180245,0.0004372989150766924,-0.0,-0.008436475869809201,0.01663832772166105,-0.10044582996891385,-0.014989754867903013,-0.0004372989150766924,5.120615861987555,0.09626757877722647,-0.8556162283103593,-0.030061840628507294
sp22,2026-08-27,0.2650999999999999,0.5013043478260869,1.193913043478261,,,42.72821463805699,-1.9370279397441,ALLOZ,ALL-P3,0.06138024691358025,0.08724051627384961,0.11355780022446688,0.020842312008978677,0.008095342312008978,0.0,0.0,0.0,0.0,0.009500112233445566,3,-0.44049768359160635,0.3884090358364071,-0.001631069958847738,-0.0,-0.0127469696969697,0.020842312008978677,-0.10379724477995522,-0.018717899987529617,0.001631069958847738,5.448426267467219,0.07128829808262503,-1.0,-0.03998425925925925
sp24,2024-04-30,2.53464,,,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2,0.052166778523489936,0.06450436241610738,0.07919647651006713,0.02058831096196868,0.013842897091722595,0.004722595078299776,0.005813199105145414,0.004832326621923938,0.004825391498881432,0.005993512304250559,2,-0.1959098809349772,0.6723668161654247,0.0017163012677106626,-0.1117742081886928,-0.006745413870246086,0.02058831096196868,-0.10964434486105741,-0.013022355385107064,-0.0017163012677106626,3.846671864261286,0.1747918304163815,-0.619810745818125,-0.02593137583892618
sp24,2025-05-29,0.8279000000000007,,,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2,0.03561616331096197,0.04589054809843401,0.05175475391498881,0.008984340044742729,0.006054586129753914,0.0036041946308724834,0.0037487695749440714,0.0037046420581655476,0.004165100671140939,0.0037542505592841153,0,-0.19481137688920627,0.6739043824701194,-6.0343027591350674e-05,-0.194119308680148,-0.002929753914988815,0.008984340044742729,-0.05407016904767633,-0.00430009392422144,6.0343027591350674e-05,5.7605515438247,0.11698608672159935,-0.4160852260456014,-0.01992032997762863
sp24,2025-08-19,,2.3486666666666665,30.898666666666667,,,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2,0.05509004474272931,0.08105671140939598,0.09958914988814317,0.03479116331096197,0.031162919463087246,0.026451901565995525,0.02716778523489933,0.028087863534675614,0.029118959731543624,0.039032606263982104,2,-0.05501166410432321,0.8957136381027092,0.00081936241610738,-0.08852099312615679,-0.003628243847874725,0.03479116331096197,-0.037107408540323274,-0.007497728773836157,-0.00081936241610738,2.8624840451013234,0.3129148054591178,-0.10660629008687365,-0.03058487136465323
sp24,2025-09-08,1.06976034,,,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2,0.05723417225950783,0.08479809843400447,0.0935550894854586,0.020177125279642057,0.010687527964205818,0.0015182326621923938,0.003349944071588367,0.0025230425055928415,0.00133506711409396,0.006286017897091723,1,-0.3074584133657086,0.5296853647922345,0.0004618120805369146,-0.06681124419706636,-0.009489597315436239,0.020177125279642057,-0.09898383639781683,-0.01505225631192074,-0.0004618120805369146,4.6366907172773555,0.11423780387561915,-0.7777071491750004,-0.03194418344519015
sp24,2026-04-20,0.09959999999999998,0.19870967741935483,0.6170967741935484,0.0,0.0,42.72287215555101,-1.9430245798620003,ALLOZ,ALL-P2,0.04533763982102908,0.06834317673378076,0.08585950782997763,0.01875167785234899,0.011734451901565995,0.00585665548098434,0.006815995525727068,0.008897818791946307,0.00958831096196868,0.017205480984340046,2,-0.23017765808340607,0.6257814364113577,-0.0001398806860551825,-0.1867721833036807,-0.007017225950782996,0.01875167785234899,-0.06390199423751533,-0.009564253932743865,0.0001398806860551825,4.578764018134097,0.13667038395797723,-0.3563847540217609,-0.03004530201342282
